Inicio: 31-12-1969-20:59:59:999
Fim: 09-01-2019-11:45:30:393
4230182718662,-9.114502,-2.652191,2.179016,1
4230212717441,-9.192261,-2.710907,2.286133,1
4230248239902,-9.235901,-2.706940,2.317871,1
4230278238681,-9.310486,-2.736298,2.296448,1
4230308267978,-9.280334,-2.731537,2.324219,1
4230338266757,-9.375549,-2.747406,2.361511,1
4230368296054,-9.305725,-2.739471,2.394836,1
4230398294834,-9.246216,-2.751373,2.367065,1
4230458322910,-9.236694,-2.659332,2.344055,1
4230458322910,-0.034622,0.005386,-0.008987,4
4230518350986,-9.301758,-2.656952,2.284546,1
4230518350986,-0.064529,-0.012772,-0.048141,4
4230548349765,-9.285095,-2.587128,2.294067,1
4230548349765,-0.050644,-0.017761,-0.064163,4
4230578379062,-9.225586,-2.587128,2.252808,1
4230578379062,-0.037827,-0.014557,-0.077347,4
4230608377841,-9.189087,-2.519684,2.271057,1
4230608377841,-0.030350,-0.019547,-0.089798,4
4230638407138,-0.047440,-0.017410,-0.105118,4
4230668405918,-9.183533,-2.398285,2.190918,1
4230728433994,-9.216064,-2.485565,2.351196,1
4230668405918,-0.063461,-0.036987,-0.114731,4
4230698404697,-0.056702,-0.028091,-0.112228,4
4230728433994,-0.077347,-0.039841,-0.105118,4
4230758432773,-0.071304,-0.030228,-0.091583,4
4230788492588,-9.139893,-2.466522,2.254395,1
4230788492588,-0.053146,-0.020248,-0.073074,4
4230818460849,-9.124023,-2.506195,2.242493,1
4230818460849,-0.050293,-0.007080,-0.042801,4
4230848459629,-9.089111,-2.515717,2.155212,1
4230878488925,-0.039612,0.019974,0.021637,4
4230878488925,-9.104980,-2.575226,2.177429,1
4230938517002,0.001328,0.056290,0.058670,4
4230968515781,-9.215271,-2.633942,2.154419,1
4230968515781,0.003113,0.065552,0.068634,4
4230998514560,-9.190674,-2.687103,2.183777,1
4231028543857,-9.211304,-2.727570,2.154419,1
4231028543857,0.004898,0.072678,0.064713,4
4231058542636,-9.203369,-2.718842,2.162354,1
4231088571933,-9.199402,-2.741058,2.197266,1
4231058542636,0.023407,0.077301,0.056534,4
4231088571933,0.051529,0.084427,0.052261,4
4231148569492,-9.239075,-2.767242,2.195679,1
4231178598789,-9.223206,-2.783112,2.185364,1
4231178598789,0.138412,0.110413,0.050827,4
4231208597568,-9.228760,-2.764069,2.246460,1
4231208597568,0.188614,0.116470,0.052261,4
4231238626865,-9.249390,-2.722809,2.252808,1
4231268625644,-9.300171,-2.730743,2.190918,1
4231298624424,0.224213,0.113968,0.097473,4
4231328623203,-9.500122,-2.814850,2.222656,1
4231328623203,0.253769,0.112549,0.113846,4
4231358621982,-9.372375,-2.800568,2.220276,1
4231358621982,0.266937,0.097946,0.114914,4
4231388651279,-9.119263,-2.791046,2.165527,1
4231388651279,0.279404,0.079437,0.094620,4
4231418680576,-9.097046,-2.788666,2.065552,1
4231448679355,0.380508,0.084061,0.097122,4
4231478678134,-9.664368,-2.758514,2.168701,1
4231478678134,0.395828,0.097595,0.167969,4
4231508676914,-9.790527,-2.795807,2.164734,1
4231538706211,-9.553284,-2.786285,2.148865,1
4231538706211,0.332443,0.101151,0.271225,4
4231568704990,-9.272400,-2.793427,2.232178,1
4231568704990,0.343124,0.093323,0.242020,4
4231598734287,-9.014526,-2.675995,2.259155,1
4231598734287,0.366989,0.074097,0.186844,4
4231628733066,-8.918518,-2.579193,2.254395,1
4231658731845,0.306808,0.040985,0.136276,4
4231658731845,-8.918518,-2.568878,2.231384,1
4231688761142,-9.054199,-2.595856,2.272644,1
4231688761142,0.320343,0.043839,0.163696,4
4231718759922,-9.211304,-2.616486,2.340088,1
4231748789218,-9.387451,-2.595062,2.349609,1
4231748789218,0.326035,0.038498,0.241669,4
4231778787998,-9.851624,-2.659332,2.395630,1
4231778787998,0.312866,0.011429,0.252350,4
4231808786777,-10.044434,-2.558563,2.533691,1
4231808786777,0.290085,-0.056564,0.228500,4
4231838816074,-9.927002,-2.449860,2.686829,1
4231838816074,0.198227,-0.134537,0.156219,4
4231868814853,-9.574707,-2.352264,2.789978,1
4231868814853,0.094971,-0.219635,0.059021,4
4231898813632,-9.205750,-2.266571,2.890747,1
4231898813632,0.007736,-0.313278,-0.037460,4
4231928812412,-10.499084,-2.214996,2.509094,1
4231928812412,-0.093369,-0.277664,-0.088379,4
4231958811191,-11.233826,-2.282440,2.786804,1
4231958811191,-0.140732,-0.363480,-0.102615,4
4231988840488,-9.817505,-1.979340,3.110535,1
4232018839267,-8.866150,-1.763519,2.853455,1
4232018839267,-0.303085,-0.445358,-0.384247,4
4232048838047,-0.157455,-0.418304,-0.503159,4
4232138895420,-8.371033,-0.005219,1.655334,1
4232138895420,-0.825394,-0.646881,-0.442642,4
4232168894199,-8.626526,-0.337677,1.479980,1
4232198892978,-9.464417,-0.720123,1.666443,1
4232168894199,-1.139420,-0.506958,-0.388168,4
4232258921054,-0.355774,-0.128128,0.027695,4
4232228891757,-9.812744,-0.899445,1.919556,1
4232258921054,-8.972473,-0.623322,2.280579,1
4232288919834,-8.175842,-0.524139,2.447998,1
4232288919834,-0.161728,0.023544,0.185410,4
4232318918613,-7.910034,-0.716949,2.652710,1
4232348917392,0.092834,0.249985,0.529709,4
4232408945468,-8.585266,-1.561981,2.985962,1
4232438944248,-8.803467,-1.757172,3.240662,1
4232468943027,-9.069275,-1.985687,3.406494,1
4232498972324,-9.158142,-2.241974,3.495361,1
4232378946689,0.129868,0.317978,0.684586,4
